i,N,engine,time(s)
0,305,ref,9.19
1,405,ref,39.07
2.62871733253229197957,505,ref,72.36
0,305,tbb,6.46
1,405,tbb,23.43
2,505,tbb,43.27
3.36882716049382716049,605,tbb,88.63
0,305,opt,2.34
