i,N,engine,time(s)
0,35,ref,0
1,103,ref,.01
2,183,ref,.04
3,271,ref,.15
4,364,ref,.36
5,461,ref,.79
6,562,ref,1.60
7,667,ref,2.97
8,774,ref,5.17
9,884,ref,8.51
10,996,ref,13.35
11,1110,ref,20.15
12,1227,ref,29.60
13,1345,ref,46.32
14.62608695652173913043,1465,ref,68.17
0,35,opt,.27
1,103,opt,.58
2,183,opt,1.06
3,271,opt,1.86
4,364,opt,3.15
5,461,opt,5.32
6,562,opt,8.51
7,667,opt,13.14
8,774,opt,19.68
9,884,opt,28.54
10,996,opt,40.55
11,1110,opt,56.91
12.14805941542884523239,1227,opt,77.78
