i,N,engine,time(s)
0,450,ref,0
1,2550,ref,0
2,6450,ref,.01
3,12150,ref,.02
4,19650,ref,.03
5,28950,ref,.05
6,40050,ref,.08
7,52950,ref,.12
8,67650,ref,.18
9,84150,ref,.26
10,102450,ref,.38
11,122550,ref,.52
12,144450,ref,.68
13,168150,ref,.89
14,193650,ref,1.14
15,220950,ref,1.44
16,250050,ref,1.79
17,280950,ref,2.22
18,313650,ref,2.67
19,348150,ref,3.17
20,384450,ref,3.98
21,422550,ref,4.65
