i,N,engine,time(s)
0,35,opt,0
1,103,opt,.02
2,183,opt,.08
3,271,opt,.21
4,364,opt,.46
5,461,opt,.89
6,562,opt,1.62
7,667,opt,2.76
8,774,opt,4.34
9,884,opt,6.55
10,996,opt,9.70
11,1110,opt,13.52
12,1227,opt,18.44
13,1345,opt,24.39
14,1465,opt,31.45
15,1587,opt,39.70
16,1711,opt,49.61
17.88955479452054794520,1836,opt,61.29
