i,N,engine,time(s)
0,35,ref,0
1,103,ref,.01
2,183,ref,.04
3,271,ref,.12
4,364,ref,.34
5,461,ref,.83
6,562,ref,1.64
7,667,ref,3.11
8,774,ref,5.40
9,884,ref,8.79
10,996,ref,15.03
11,1110,ref,24.73
12,1227,ref,42.21
13.57000961230374879846,1345,ref,73.42
0,35,opt,.49
1,103,opt,.97
2,183,opt,1.65
3,271,opt,2.49
4,364,opt,3.83
5,461,opt,5.70
6,562,opt,9.39
7,667,opt,12.86
8,774,opt,17.55
9,884,opt,24.07
10,996,opt,33.17
11,1110,opt,45.84
12.84841222288795686039,1227,opt,62.53
