i,N,engine,time(s)
0,35,opt,.20
1,103,opt,.40
2,183,opt,.61
3,271,opt,.86
4,364,opt,1.30
5,461,opt,1.73
6,562,opt,2.50
7,667,opt,3.45
8,774,opt,5.00
9,884,opt,7.56
10,996,opt,11.08
11,1110,opt,15.89
12,1227,opt,22.20
13,1345,opt,30.30
14,1465,opt,41.16
15,1587,opt,54.79
16.30450029222676797194,1711,opt,71.90
