i,N,engine,time(s)
0,450,ref,0
1,2550,ref,0
2,6450,ref,.01
3,12150,ref,.01
4,19650,ref,.02
5,28950,ref,.05
6,40050,ref,.09
7,52950,ref,.14
8,67650,ref,.20
9,84150,ref,.37
10,102450,ref,.60
11,122550,ref,.88
12,144450,ref,1.04
13,168150,ref,1.26
14,193650,ref,1.51
15,220950,ref,1.81
16,250050,ref,2.15
