i,N,engine,time(s)
0,35,opt,0
1,103,opt,.01
2,183,opt,.02
3,271,opt,.05
4,364,opt,.10
5,461,opt,.20
6,562,opt,.35
7,667,opt,.60
8,774,opt,.98
9,884,opt,1.51
10,996,opt,2.25
11,1110,opt,3.30
12,1227,opt,4.70
13,1345,opt,6.39
14,1465,opt,8.79
15,1587,opt,11.43
16,1711,opt,15.22
17,1836,opt,19.40
18,1962,opt,25.21
19,2090,opt,32.23
20,2219,opt,40.38
21,2350,opt,49.91
22.88977072310405643738,2482,opt,61.25
