i,N,engine,time(s)
0,35,opt,0
1,103,opt,0
2,183,opt,.02
3,271,opt,.05
4,364,opt,.11
5,461,opt,.22
6,562,opt,.38
7,667,opt,.64
8,774,opt,1.02
9,884,opt,1.60
10,996,opt,2.38
11,1110,opt,3.43
12,1227,opt,4.90
13,1345,opt,6.72
14,1465,opt,8.94
15,1587,opt,12.04
16,1711,opt,15.57
17,1836,opt,20.32
18,1962,opt,26.15
19,2090,opt,32.64
20,2219,opt,40.51
21,2350,opt,49.85
22.91772151898734177215,2482,opt,60.91
